no,light_num,crossway_num,center,lanes,max_spd,road_length,road_bt,school_num,stations,police_num,label
718,15,5,0,2,40,474.3768092,8.85714286,2,0,1,231
719,7,0,1,2.6,64,401.1701257,28.6666666,0,0,0,2
720,35,4,0,2.75,60,381.1760502,30,0,1,1,269
721,9,5,0,2.625,60,280.5922518,25,0,1,0,188
722,9,3,1,2.5,47.5,371.4014124,21,0,1,0,263
723,12,5,0,2.5,60,263.3079951,19,0,0,0,245
724,20,4,0,3.375,47.5,347.2603828,30,0,0,0,493
725,12,4,0,1.5,40,359.3404593,8.83333333,0,0,1,94
726,7,2,0,2.33333333,60,254.031339,17.5,1,0,0,223
727,19,5,0,2.25,52.5,325.4662046,18.75,1,0,0,370
728,15,4,0,2.33333333,50,439.4459096,16,0,0,0,153
729,12,2,0,2,60,452.4523173,21.5,0,0,0,139
730,12,1,2,2.22222222,45.55555556,207.4835868,29,0,1,0,279
731,12,6,0,2.25,42.5,303.840577,12.75,2,0,0,150
732,12,4,0,1.75,45,304.1170535,14.5,0,0,1,154
733,18,4,0,4,60,261.517288,40,2,0,0,590
734,14,5,0,4.375,60,232.4439886,30.25,0,0,0,554
735,23,4,0,2.75,60,154.8679247,19.6666666,2,0,0,252
736,12,6,0,2.375,40,340.2716486,14,0,0,1,171
737,7,2,0,2.33333333,60,322.3323758,20,1,0,0,194
738,9,2,1,2,55,487.2901129,12,1,1,0,122
739,10,4,0,1.66666667,50,334.5405943,12.5,1,0,0,224
740,13,5,0,2.125,60,220.7519381,12.1428571,0,0,0,171
741,11,2,0,2.33333333,53.33333333,377.557345,27.5,0,1,0,32
742,29,6,2,3.5,60,142.619828,37.5,0,1,0,617
743,20,7,0,2.7,54,330.670464,21,0,1,1,389
744,12,4,0,1,37.5,511.0654181,4.88888889,1,0,0,403
745,20,8,0,3.30769231,50.76923077,62.95078221,40,0,0,0,370
746,12,4,0,1.5,52.5,243.5029786,7.6,1,0,0,231
747,16,5,0,1.8,46,217.8377994,10,0,0,1,156
748,15,4,0,2.875,60,179.6486999,37.5,0,1,0,361
749,12,6,0,2.52173913,57.39130435,113.8294197,24.75,0,0,1,528
750,18,7,0,2.25,50,318.7100066,15,1,1,0,304
751,5,2,0,2.25,67.5,490.5552227,40,0,0,0,275
752,13,4,0,2.375,52.5,158.4536814,22.5,1,0,0,235
753,0,3,0,2.52173913,57.39130435,113.8294197,13,0,0,1,96
754,17,5,0,2.5,57.5,468.2194279,22,1,0,1,516
755,18,6,0,2.125,42.5,283.5925375,9.33333333,2,0,1,441
756,14,4,0,3.5,57.5,315.2495377,32.5,0,1,0,313
757,12,8,0,1.83333333,53.33333333,496.6198966,8.83333333,1,0,1,97
758,15,4,0,3.25,60,320.5960752,35,1,1,0,318
759,16,4,0,3,45,516.213469,30,1,0,1,389
760,13,3,0,1.5,52.5,388.4905874,5.375,0,0,0,231
761,16,6,1,1.75,45,547.0465767,11.1666666,0,0,0,279
762,11,3,0,3.25,60,285.8529643,29.5,1,0,1,589
763,7,3,1,3.75,52.5,157.3496249,60,0,0,0,253
764,26,4,0,2.25,60,303.0895604,13.3333333,4,0,0,144
765,17,6,2,3.83333333,50,181.7199587,23.6,0,1,1,311
766,17,8,0,1.625,37.5,275.4161722,12.5,1,0,1,138
767,0,0,1,2.375,53.75,385.6913501,42.6666666,0,0,0,2
768,15,4,0,3.625,60,435.3719045,32.5,3,1,0,369
769,14,3,0,3,60,356.6671734,24.5,2,0,0,355
770,16,4,0,2.125,35,332.3446711,12.5,0,1,0,164
771,12,6,0,2,52.5,518.5608898,18.6666666,1,1,0,365
772,39,4,2,4,60,194.0126025,42.5,0,0,0,412
773,6,1,0,2.75,60,191.089507,20.6666666,1,0,0,250
774,17,4,2,4.75,52.5,432.3508026,55,0,0,1,479
775,12,4,0,2.5,52.5,333.4662272,28,1,0,0,370
776,9,3,0,2.16666667,60,355.3076698,7.66666667,3,0,0,123
777,0,3,0,1.88888889,46.11111111,272.9908157,17.75,0,1,0,83
778,2,3,0,1.88888889,46.11111111,272.9908157,17.75,0,1,0,103
779,13,4,1,2.4,52,466.9380849,19.6666666,1,1,1,365
780,16,4,0,2.125,55,385.0419466,13.6,0,0,0,452
781,16,4,0,2,30,539.6502357,22.5,3,1,0,152
782,13,5,0,3.5,45,172.1380479,19.6,0,0,0,411
783,12,11,0,2.21428571,42.85714286,138.550254,17.3333333,0,0,0,290
784,13,2,0,2.66666667,53.33333333,213.0559281,25,0,0,1,131
785,11,5,0,2.75,60,238.7710618,19.5,0,0,0,311
786,26,5,1,2.8,62,347.7174859,45,0,0,0,430
787,20,4,0,2.5,45,308.9452702,30.5,0,1,0,231
788,24,6,0,3.125,60,292.1485438,33.5,1,0,0,621
789,21,4,1,4.875,60,273.4004675,52.5,0,1,1,601
790,12,6,0,2,53.33333333,222.097246,13.75,0,1,0,329
791,20,4,0,3.75,60,333.715254,37.5,0,0,0,382
792,12,3,0,2.625,60,160.8531485,27,0,1,0,385
793,27,4,1,2.8,52,600.5141239,17,1,0,0,561
794,24,6,0,2.3,48,343.5579827,21,0,0,0,239
795,45,8,0,2.66666667,50,60.31154429,35.5,0,1,0,499
796,5,3,0,1.66666667,50,275.6656062,7.44444444,0,1,0,175
797,16,3,1,2.8,52,600.5141239,10.4285714,1,0,0,379
798,9,2,0,2.66666667,40,123.6049587,19,2,1,0,118
799,0,4,1,2,55,267.8105593,26,2,0,0,21
800,20,5,0,3.75,52.5,257.6030768,37.5,1,1,1,376
801,31,10,2,5.5,60,231.7372959,60,0,1,0,540
802,34,4,0,3,60,487.1327756,34,1,0,0,655
803,21,4,0,3.5,52.5,191.9334809,27,2,1,0,644
804,7,2,0,3.11111111,50,94.29777178,27.5,0,1,0,263
805,4,5,0,1.16666667,43.33333333,319.522592,6.22222222,0,1,0,240
806,25,5,2,3.375,60,354.2273683,45,1,0,0,544
807,10,3,0,2.5,45,448.5675003,27.5,2,1,0,151
808,0,0,0,2.42857143,64.28571429,578.417654,40,0,0,0,2
809,21,5,0,2.875,60,302.9043878,17.6666666,1,0,1,372
810,14,3,1,2.25,55,627.3590269,26.6666666,0,0,0,84
811,20,6,0,2.625,47.5,247.4273492,22.5,1,1,0,300
812,15,3,0,2.5,60,268.1053014,24,1,0,1,301
813,18,4,2,4.125,60,446.8535601,55,0,0,0,456
814,9,3,0,3,60,277.1268173,24.3333333,0,0,1,206
815,19,6,0,2.25,52.5,304.1280813,22.5,0,0,0,420
816,23,4,0,3.25,60,213.8117817,33,0,0,0,541
817,6,1,0,1.5,40,615.1269591,12.1666666,1,1,0,31
818,15,7,0,1.8,45,525.7261016,15.2,1,0,0,177
819,18,4,0,2.5,60,327.7876269,20,1,0,0,510
820,19,4,0,3,60,279.3467564,30.5,0,1,0,452
821,6,2,0,2.66666667,60,393.6893902,20,1,0,0,189
822,2,0,0,2.14285714,51.42857143,375.6194547,9.8,0,0,0,64
823,6,2,0,2.33333333,50,279.0209929,15,0,0,0,140
824,0,2,0,2.25,56.25,226.7559401,27.5,0,0,0,18
825,26,7,0,3.5,54,407.2194581,55,0,1,0,563
826,5,0,2,3.66666667,66.66666667,502.0108513,42.5,0,0,0,285
827,24,4,0,3.125,60,173.1671506,24.5,4,0,0,348
828,0,0,0,1,40,1209.839313,15,0,0,0,7
829,12,4,0,2.66666667,50,428.7832427,26.3333333,0,0,1,160
830,16,5,2,2.58823529,68.23529412,379.8414357,30.6666666,0,0,0,187
831,21,5,0,3.625,57.5,455.7886817,34.6666666,0,1,0,837
832,12,4,1,2.55555556,56.66666667,464.0767368,28.3333333,2,1,0,841
833,5,2,1,2.64285714,48.57142857,189.529846,22,0,0,0,32
834,12,4,0,2.5,45,165.5650853,20.5,0,1,0,225
835,0,1,0,1.75,52.5,424.8937835,45,1,1,0,5
836,0,0,0,3,70,1238.44497,35,0,0,0,2
837,8,3,0,2.5,45,165.5650853,20.5,0,1,0,201
838,18,7,0,2.54545455,51.81818182,77.63327371,30,1,0,1,324
839,12,4,0,2,50,448.0464437,22.6666666,3,0,0,111
840,4,1,0,3,60,875.8097458,13,1,0,0,14
841,17,6,0,2.25,50,200.0809074,19,2,0,1,321
842,14,5,0,3.25,52.5,302.8623681,45,1,1,0,283
843,23,5,0,2.875,60,198.8201809,27,0,0,1,495
844,13,8,0,1.71428571,47.14285714,143.2533072,14,1,1,0,243
845,16,5,2,3.06666667,54.66666667,141.0461822,31.8,0,0,0,545
846,20,5,0,3,60,692.4769084,33.3333333,0,1,1,427
847,7,4,0,1.5,45,231.4305036,12,0,0,0,73
848,13,5,0,2.66666667,58.33333333,162.3096787,50,0,0,0,299
849,13,5,0,2.66666667,58.33333333,162.3096787,50,0,0,0,283
850,16,4,0,1.25,35,474.4239055,22,1,0,0,158
851,21,5,0,2.5,60,210.1117135,21.5,2,0,0,313
852,26,5,0,3.11111111,60,200.5162855,22,1,0,0,392
853,25,4,0,3.875,60,120.0230879,33,1,1,0,620
854,13,5,0,2,55,224.4050751,15.25,3,0,0,354
855,2,2,0,2.5,60,237.8852326,13.1428571,0,1,0,89
856,15,3,0,2.66666667,60,339.9445023,28,1,0,0,319
857,17,5,0,2.375,60,217.87062,18.25,0,1,0,326
858,12,2,0,2,55,122.327237,25,0,0,0,40
859,13,3,0,2.33333333,53.33333333,447.9160916,26.75,1,0,1,312
860,18,4,0,3,50,278.2109837,35.3333333,0,1,0,271
861,12,4,0,2.5,60,185.2689937,22.5,1,0,1,186
862,6,4,0,2.25,52.5,378.2603017,17,0,1,0,171
863,3,3,0,1.33333333,60,148.8912428,8.85714286,0,0,0,46
864,26,7,2,3.9,60,289.600249,39.5,0,0,0,710
865,12,4,0,2,50,188.1874039,9,1,1,0,181
866,0,3,0,2.5,55,145.3376109,9.625,0,1,0,31
867,9,2,0,3.9,60,289.600249,31,0,0,0,93
868,14,6,0,1.75,55,193.6333363,7.5,0,0,1,144
869,17,4,0,2.875,55,203.733323,20,0,0,0,506
870,14,3,0,3.16666667,60,316.9366999,29.5,0,0,0,176
871,13,2,0,3.44444444,56.66666667,198.2860954,33.75,0,1,0,802
872,8,4,0,2.68181818,50.45454545,101.0758188,8,0,0,1,435
873,11,3,0,1,60,178.393396,9,0,0,0,89
874,16,4,0,2.5,47.5,237.2597401,20.6666666,1,1,0,562
875,20,3,0,2.5,55,433.7560965,13.8333333,0,0,0,381
876,17,4,0,1.5,47.5,350.6710994,10.5,1,0,1,128
877,22,10,0,2.68181818,50.45454545,101.0758188,15,0,0,1,839
878,11,3,0,2.5,52.5,423.5173489,21.6666666,1,0,0,582
879,28,6,0,2.375,50,344.8346468,25,0,0,0,630
880,26,7,0,2.5,55,433.7560965,18.5,0,0,0,481
881,21,4,0,2.5,52.5,423.5173489,21.6666666,1,0,0,639
882,16,4,0,2.4,60,302.4673604,37,0,0,0,937
883,16,2,2,2.66666667,68.33333333,647.2277774,33.5,0,0,0,38
884,9,1,0,3.25,65,373.9796742,37.5,1,0,0,555
885,16,6,0,2.125,50,280.8787559,10.4444444,0,1,0,123
886,12,4,0,2,60,300.827748,19.6666666,0,0,2,262
887,12,4,0,2.25,52.5,267.6042748,27.5,1,1,0,57
888,27,7,0,2.41666667,52.5,102.7830618,19.5,0,1,0,483
889,12,4,0,1,35,392.6772988,11,0,0,0,243
890,12,5,0,2.75,60,282.8022372,11.75,0,0,1,369
891,6,2,1,1.28571429,51.42857143,676.5343551,30.5,0,0,0,39
892,12,6,0,2,60,396.592022,12,0,0,0,284
893,14,3,0,2,52.5,420.6795275,22.5,1,0,0,332
894,13,4,0,2.75,60,650.9270621,23.035,0,0,0,596
895,30,7,0,3.53333333,60,364.9741281,36,0,1,0,549
896,13,4,0,3.53333333,60,364.9741281,27.3333333,0,1,0,248
897,16,3,1,2.66666667,60,308.0641952,23,1,1,0,549
898,7,1,0,1.875,37.5,346.7316888,18.5,0,0,0,160
899,28,6,0,1.75,60,302.7915478,16.2,1,0,0,484
900,11,3,0,2,60,234.6728533,9.16666667,0,0,0,162
901,33,4,0,4,60,228.1343362,30.6666666,1,1,0,522
902,21,6,0,1.64285714,55.71428571,623.9660909,14.6,0,0,0,227
903,12,1,0,3,60,397.6655647,34,0,0,0,476
904,25,5,0,1.875,55,379.0665104,9.4,0,1,0,331
905,8,2,0,2.71428571,60,253.6963955,20.5,2,0,0,185
906,1,1,1,3.09090909,61.81818182,326.8163959,32,3,0,0,13
907,1,1,1,3.09090909,61.81818182,326.8163959,32,3,0,0,13
908,12,3,0,2.66666667,50,243.4568827,22,0,1,0,397
909,0,0,2,3,60,540.2180463,30,0,0,0,7
910,11,3,0,4,60,473.7026253,19.6,0,1,0,465
911,22,4,0,2,50,316.5797525,7.2,0,1,0,294
912,18,0,0,2,50,154.0729228,38,2,0,0,92
913,14,6,0,3.25,60,430.2550816,30.5,1,0,0,396
914,7,3,0,2.33333333,60,548.571026,11.8333333,0,0,1,129
915,24,3,0,2.75,60,488.6689181,21.75,3,1,0,529
916,17,6,0,1.5,52.5,196.7148958,20.5,2,1,0,91
917,23,7,0,4.375,60,398.3881647,35.5,0,0,0,470
918,7,2,0,4,60,234.6199026,30,2,0,0,84
919,17,5,0,2.5,52.5,190.7152474,21.3333333,0,1,1,423
920,33,6,1,2.25,40,192.7890746,31,2,1,0,182
921,14,4,0,1.75,55,610.7447853,11,0,0,0,214
922,12,4,0,2,60,356.7202313,9.66666667,0,0,0,286
923,12,5,0,2.125,57.5,295.134533,23.5,0,0,1,237
924,8,5,0,2,43.33333333,143.3990716,22.3333333,0,0,0,128
925,15,3,0,2.5,50,258.4750405,15.5,0,0,0,135
926,26,3,0,1,40,498.3137137,9.71428571,0,0,0,18
927,10,0,1,3.5,60,924.8536763,35,0,0,0,39
928,11,4,0,2.1,52,266.346428,11.8,2,0,1,339
929,12,4,0,2.5,60,318.180379,21,2,0,0,290
930,13,5,0,2.22222222,52.22222222,154.2126727,18.6666666,0,0,1,61
931,3,0,1,3.66666667,60,452.4234827,20.75,0,0,0,8
932,13,7,0,3,52.22222222,142.3952296,21.75,0,0,0,296
933,8,2,0,1.71428571,50,424.489543,15,2,0,0,112
934,14,4,0,2.25,55,335.7501483,28.5,0,0,0,572
935,0,0,1,2.71428571,59.28571429,395.380855,40,1,0,0,17
936,0,0,2,2.71428571,59.28571429,395.380855,40,1,0,0,17
937,14,4,0,2.25,52.5,443.8105502,25,0,0,0,232
938,9,3,0,2.66666667,56.66666667,342.9068069,24.5,1,0,0,78
939,9,5,0,2.16666667,60,364.7199242,10,3,0,0,217
940,28,6,1,2.85714286,48.57142857,132.4331194,18,0,0,1,482
941,21,5,1,2.85714286,48.57142857,132.4331194,23.3333333,0,0,1,431
942,0,0,4,2.5,58,345.7852549,40,2,0,0,5
943,29,7,2,5.125,60,332.1485059,48.5,0,1,0,939
944,12,5,0,1.8,60,355.2644307,13,0,0,0,487
945,16,4,0,2.77272727,58.18181818,124.284111,27.5,0,0,0,819
946,15,4,0,2.77272727,58.18181818,124.284111,18.75,0,0,0,736
947,2,1,0,1,50,448.7571293,9.75,0,0,0,25
948,13,3,1,3.8,60,400.2789924,23,0,0,0,188
949,14,3,0,2.75,52.5,201.5540731,13,0,0,0,151
950,20,5,2,3.875,62.5,270.0314529,30,0,1,0,612
951,26,5,0,3.8,60,400.2789924,36,0,0,0,528
952,3,1,1,2.53846154,57.69230769,293.8581598,25.6666666,0,0,0,118
953,5,1,1,2.53846154,57.69230769,293.8581598,27.6666666,0,0,0,246
954,13,4,0,3.5,62.5,408.5927724,36.5,0,0,0,672
955,20,3,0,3.875,60,260.708283,36.6666666,0,1,1,703
956,7,2,0,3.33333333,60,192.8248828,23,0,1,0,157
957,0,4,1,1.9,58,425.0151535,20,0,0,1,10
958,16,3,0,2.4,52,1110.10691,32.5,1,0,0,243
959,0,3,0,4,56,324.19739,18,1,1,0,148
960,1,3,0,1,37.5,342.5877474,10.6666666,5,1,0,76
961,7,2,0,3.5,60,315.4838589,40,0,0,0,698
962,12,4,0,2.5,60,317.5154658,21.6666666,0,0,0,150
963,19,5,0,2.125,52.5,252.001721,12,0,0,0,108
964,5,5,0,4,56,324.19739,40,0,1,0,547
965,0,0,1,2.66666667,61.11111111,323.1717951,31,0,0,0,15
966,21,4,0,4.5,70,106.5885762,32.5,1,0,1,377
967,12,3,0,2.66666667,60,215.3677147,28,0,0,0,211
968,15,6,0,2.66666667,60,232.2651129,13.5,0,0,0,291
969,23,3,0,2.09090909,43.63636364,364.0344245,19.5,1,0,0,642
970,4,1,1,1.66666667,57.77777778,273.036581,21.5,0,0,0,9
971,1,2,1,1.5,51.25,242.8917008,43.5,0,0,0,19
972,14,4,0,3,50,376.0583514,15.2,0,0,0,593
973,2,3,0,1,40,313.9728139,16,0,0,0,13
974,11,4,0,3.625,52.5,326.3438854,31.5,0,0,0,558
975,19,3,0,4.16666667,60,368.5205466,53,1,1,0,261
976,31,4,4,3.7,62,237.250118,47,1,1,0,549
977,5,2,0,1.33333333,43.33333333,326.6653683,14.6666666,0,0,0,67
978,13,2,0,4.33333333,60,339.4468139,44.5,0,0,0,409
979,12,4,0,2,52.5,339.6844786,23.5,0,0,0,277
980,19,0,1,2.3,60,681.0814578,24.6666666,0,0,0,145
981,28,5,1,3.7,50,447.7261292,42.6666666,1,0,0,835
982,16,2,0,2.875,55,182.8571227,23.6666666,0,0,0,94
983,7,2,0,2,35,326.1877109,24,0,0,0,106
984,1,0,0,3.125,65,476.1654003,40.5,0,0,1,9
985,13,6,0,4.125,60,238.8576666,38.5,0,1,0,759
986,21,4,0,3.375,62.5,251.5024119,34.5,4,0,0,501
987,14,6,0,3.25,52.5,262.7905048,32.5,0,1,1,341
988,0,1,2,3.66666667,50,310.4440788,36.5,1,0,0,32
989,30,7,2,3.75,55,321.0333217,39,1,0,0,675
990,3,2,1,2,64,319.7222861,15.6666666,1,1,0,9
991,24,3,0,2,45,282.5563379,25.75,3,0,0,372
992,11,2,0,2.75,52.5,210.8442576,25.5,0,0,0,100
993,12,4,0,1.625,50,404.8242148,16.6666666,0,0,0,31
994,14,2,0,4,63.33333333,317.7454597,26,0,1,0,380
995,13,4,0,3.25,60,281.0256924,31,0,1,0,112
996,3,3,0,2.5,47.5,508.8669351,27.5,0,0,0,51
997,15,4,0,2.5,60,313.3727211,20,0,1,0,253
998,23,8,1,2.53333333,54.66666667,158.1387433,30,1,1,0,685
999,1,1,3,3.4,56,328.7584803,37.5,0,1,0,23
1000,24,6,2,3.75,55,311.1413832,34.5,0,0,0,372
1001,14,2,0,2.125,48.75,330.7838099,15.5,1,0,0,24
1002,12,5,0,2,48.33333333,376.0788895,15.6666666,0,0,0,348
1003,11,1,0,2.55555556,48.88888889,237.8201028,12.1316666,0,0,0,155
1004,18,6,2,4.5,52.5,270.0920128,40,1,1,0,281
1005,16,4,0,3.5,62.5,333.3122072,23.6666666,0,1,2,372
1006,12,5,0,1.75,52.5,342.044128,16.6666666,1,0,0,207
1007,12,4,0,2.5,60,342.4907335,26.5,0,0,0,164
1008,28,4,0,4.625,57.5,205.5466965,46.6666666,0,1,0,623
1009,12,3,0,3.33333333,59.16666667,407.4676977,33.3333333,0,0,0,600
1010,29,3,0,4.625,57.5,205.5466965,45,0,1,0,281
1011,17,6,0,1.625,47.5,179.3127791,15,1,1,0,218
1012,12,4,0,1.25,30,512.4976099,13.3333333,0,0,0,271
1013,21,5,0,5.125,62.5,316.7961937,51.5,0,0,1,404
1014,10,3,3,4,53.33333333,257.1121141,42.6666666,0,0,0,257
1015,13,3,0,2.75,60,389.7416036,30,0,1,0,470
1016,16,4,0,2.25,52.5,270.9166658,21,1,0,0,152
1017,14,5,0,1.875,42.5,322.0332106,14.75,1,0,0,90
1018,11,2,0,1.33333333,46.66666667,149.5254421,16.3333333,1,0,0,35
1019,31,7,1,1.4,54,289.1586721,15.5,2,0,0,236
1020,14,5,0,2.25,60,311.780336,18.3333333,3,0,0,206
1021,27,7,0,1.33333333,40,451.6932628,7.33333333,1,0,0,192
1022,11,4,1,1.5,52.5,245.730972,17.3333333,0,0,0,55
1023,15,4,0,5.375,62.5,335.6091585,53.75,5,0,0,379
1024,11,5,2,3.4,54,240.6471258,43,2,0,0,201
1025,27,5,0,5.375,62.5,335.6091585,53.75,4,0,0,414
1026,15,4,0,3.5,60,242.9536906,30.5,0,1,0,263
1027,12,4,0,3.5,50,266.1551263,33.5,1,1,0,429
1028,14,5,0,1,35,563.3857649,9,1,0,0,201
1029,13,4,0,1.75,35,317.2324323,15.5,1,1,0,204
1030,3,0,2,3,60,284.6601376,24.3333333,0,0,0,5
1031,10,3,0,1.83333333,55,170.2547207,9.75,1,0,0,44
1032,23,4,0,3.125,47.5,408.0785036,32.5,0,1,0,359
1033,0,0,0,2.5,60,171.629764,32,0,0,0,20
1034,18,6,0,2.6,48,224.7858874,13.5,1,0,0,63
1035,17,2,0,2,30,522.4573936,10.2,1,0,0,81
1036,13,5,0,2.625,60,223.634498,26.75,2,0,0,181
1037,27,7,0,5,62.5,277.2474024,50.5,0,0,0,853
1038,8,2,0,3.5,50,276.2471821,45,5,0,0,154
1039,6,3,0,2.375,47.5,190.815096,32.5,0,0,0,72
1040,12,4,1,2.77777778,57.77777778,749.2718617,33.6666666,3,0,0,212
1041,23,8,0,3.5,60,256.0117583,43.5,0,0,0,261
1042,23,8,0,3.5,60,256.0117583,43.5,0,0,0,259
1043,0,0,0,1.8,50,201.3293839,24,0,0,0,21
1044,13,5,0,2.25,55,413.2985755,35,0,0,0,366
1045,0,0,0,2,40,465.8234321,27,2,0,0,35
1046,8,2,0,1,30,316.2095439,15,2,0,0,21
1047,13,4,2,2.2,62,995.004853,19.8,0,0,0,109
1048,11,6,0,1.125,42.5,368.857597,9.75,3,0,0,154
1049,18,5,0,2.125,50,324.7122895,32.5,1,1,0,266
1050,13,8,0,4,52.5,381.0297872,45.25,0,0,0,475
1051,13,8,0,4,52.5,381.0297872,45.25,0,0,0,480
1052,13,8,0,4,52.5,381.0297872,45.25,0,0,0,480
1053,13,5,0,1.5,50,336.7841637,17.75,2,1,0,246
1054,15,4,0,2.5,60,373.3948509,14.125,1,1,0,210
1055,8,5,0,2.5,50,382.2116073,31,1,0,0,110
1056,34,4,0,2.875,55,353.5443761,33,2,0,0,310
1057,12,7,0,1.6,48,229.6434545,9.4,0,0,0,128
1058,14,5,0,1,32.5,297.5612322,10.54125,1,0,1,88
1059,3,1,0,2.33333333,50,628.1116371,23.5,0,0,1,48
1060,12,5,1,2,55,388.4146994,10.4285714,0,0,1,256
1061,12,4,0,1.5,37.5,319.4653625,17.5,2,0,0,127
1062,14,6,0,2.4,48,363.192031,15.25,1,0,0,112
1063,22,4,0,1,35,408.4302505,15,0,0,0,110
1064,16,6,0,1,32.5,382.6591688,14,2,0,0,108
1065,10,2,0,1.66666667,50,336.0892017,15.5,2,0,0,69
1066,2,3,0,1.33333333,43.33333333,421.7289371,13,1,1,0,101
1067,17,5,0,3.5,65,653.5707798,41.5,0,0,0,592
1068,12,1,0,2.66666667,53.33333333,449.8189686,26,0,0,0,130
1069,14,4,0,1.75,52.5,222.5584038,17.6666666,0,1,1,124
1070,15,5,0,2,50,582.564123,17.3333333,4,0,0,194
1071,12,4,0,2,40,447.7475201,16.6666666,3,0,0,173
1072,13,4,0,2.625,45,363.0337895,24,0,1,1,224
1073,15,5,0,1.75,47.5,403.3151535,14.4,2,0,0,105
1074,11,1,0,2.6,54,428.1582408,13.75,0,0,0,16
1075,12,4,0,1.75,45,388.8706289,17,0,1,0,86
1076,13,6,0,3.125,65,249.1792123,17.6,4,0,0,46
1077,25,6,0,2.25,60,488.7328902,21.5,0,0,0,241
1078,20,5,0,2.33333333,53.33333333,319.1240001,17.25,0,0,0,75
1079,21,5,0,3.375,65,246.8790846,23.25,1,0,0,381
1080,17,8,0,2,37.5,363.0897249,17.6666666,2,0,1,54
1081,19,8,0,2.25,37.5,254.4877851,18.3333333,2,0,0,98
1082,14,5,0,2.25,50,378.4931675,16.5,1,0,0,104
1083,10,2,0,1.66666667,33.33333333,439.2460864,18.5,0,0,0,31
